id;timestamp;cpu;ram;disco;usoRede;latencia;qtd_processos
1;2025-10-15 14:09:23;28.6;85.2;84;1.347.850;12;329
1;2025-10-15 14:09:33;22.0;86.0;83;392.883;11;329
1;2025-10-15 14:09:43;25.6;86.2;87;359.460;6;329
1;2025-10-15 14:09:53;36.1;85.2;85;251.728;11;329
1;2025-10-15 14:10:03;15.1;85.9;81;407.576;7;329
