id;timestamp;cpu;ram;disco;usoRede;latencia;qtd_processos
abcde;2025-10-15 14:09:23;28.6;85.2;86;1.347.850;0.04;329
abcde;2025-10-15 14:09:33;22.0;86.0;87;392.883;0.04;329
abcde;2025-10-15 14:09:43;25.6;86.2;89;359.460;0.05;329
abcde;2025-10-15 14:09:53;36.1;85.2;87;251.728;0.04;329
abcde;2025-10-15 14:10:03;15.1;85.9;86;407.576;0.04;329
